text,sector,severity,municipal_corp,date,month,year
Stray animals in garbage in KDMC jurisdiction,sanitation,1,KDMC,2024-09-06,9,2024
Electrical pole leaning dangerously in KDMC jurisdiction,electricity,2,KDMC,2023-10-24,10,2023
Public tap not working at Ward 4 in TMC jurisdiction,water,0,TMC,2023-12-28,12,2023
Street light sensor not working in KDMC jurisdiction,electricity,0,KDMC,2023-05-16,5,2023
Major road collapse on Nehru Marg,road,2,CMC,2023-03-16,3,2023
Water meter not working in HMC jurisdiction,water,0,HMC,2023-08-02,8,2023
Electrical meter issue,electricity,0,KDMC,2024-06-20,6,2024
Missing manhole cover on Hill Road in TMC jurisdiction,road,2,TMC,2024-03-14,3,2024
Construction debris on Park Avenue,road,1,SMC,2024-05-14,5,2024
Water treatment plant issue,water,2,WMC,2023-09-24,9,2023
Transformer making noise at West Zone,electricity,1,AMC,2024-08-14,8,2024
Water meter not working in NMC jurisdiction,water,0,NMC,2023-11-19,11,2023
Poor road repair work on Hill Road,road,1,NMC,2023-07-10,7,2023
Complete blackout in Affluent Society in RMC jurisdiction,electricity,2,RMC,2024-11-02,11,2024
Road surface cracks on Park Avenue in WMC jurisdiction,road,0,WMC,2024-07-22,7,2024
Sewage smell in Market Area in VMC jurisdiction,sanitation,1,VMC,2024-11-18,11,2024
Public toilet in park dirty in HMC jurisdiction,parks,2,HMC,2023-04-26,4,2023
Electrical meter issue,electricity,0,VMC,2024-07-10,7,2024
Property tax assessment error in LMC jurisdiction,building,0,LMC,2024-06-05,6,2024
Construction quality issues,building,1,VMC,2024-10-15,10,2024
Park lights not functioning in RMC jurisdiction,electricity,0,RMC,2023-02-23,2,2023
Minor pothole on College Road,road,0,RMC,2024-01-19,1,2024
Bio-medical waste not disposed properly in TMC jurisdiction,sanitation,2,TMC,2023-12-06,12,2023
Garbage truck leaking in BMC jurisdiction,sanitation,1,BMC,2023-03-11,3,2023
Road hump needs repainting on River View,road,0,RMC,2023-12-15,12,2023
Minor pothole on Link Road in HMC jurisdiction,road,0,HMC,2023-08-11,8,2023
High mast light not working in BMC jurisdiction,electricity,1,BMC,2024-10-16,10,2024
Construction waste on roadside,sanitation,1,BMC,2024-09-14,9,2024
Drainage system failure during rain in HMC jurisdiction,water,2,HMC,2024-08-05,8,2024
Road markings faded on Temple Street in TMC jurisdiction,road,0,TMC,2023-07-14,7,2023
Public bins missing in RMC jurisdiction,sanitation,0,RMC,2024-12-23,12,2024
Leaking pipeline near Commercial Complex in SMC jurisdiction,water,1,SMC,2024-06-05,6,2024
Street light sensor not working,electricity,0,JMC,2024-03-11,3,2024
Emergency lights not working,electricity,2,TMC,2023-07-27,7,2023
Dumpster missing lid,sanitation,0,KMC,2024-03-12,3,2024
Roadside vegetation obstructing view,road,1,TMC,2023-08-18,8,2023
Public bins missing in DMC jurisdiction,sanitation,0,DMC,2023-04-29,4,2023
Broken park bench at Central Park in WMC jurisdiction,parks,0,WMC,2023-03-26,3,2023
Road surface cracks on Gandhi Road in GMC jurisdiction,road,0,GMC,2023-10-25,10,2023
Minor pothole on MG Road in GMC jurisdiction,road,0,GMC,2024-01-11,1,2024
Building height violation in KMC jurisdiction,building,2,KMC,2024-01-09,1,2024
Street light timing incorrect,electricity,0,AMC,2024-08-16,8,2024
Water treatment plant issue in TMC jurisdiction,water,2,TMC,2024-12-10,12,2024
Minor pothole on Market Road in HMC jurisdiction,road,0,HMC,2024-07-27,7,2024
Leaking pipeline near Ward 5 in NMC jurisdiction,water,1,NMC,2023-08-01,8,2023
Street light flickering at West Zone,electricity,0,SMC,2024-10-10,10,2024
Water meter not working in MMC jurisdiction,water,0,MMC,2024-10-20,10,2024
Public toilet in park dirty,parks,2,SMC,2023-04-01,4,2023
Recycling not being done in VMC jurisdiction,sanitation,0,VMC,2024-02-16,2,2024
Street light sensor not working in JMC jurisdiction,electricity,0,JMC,2023-05-19,5,2023
Public tap not working at Central Zone,water,0,CMC,2024-06-28,6,2024
Minor pothole on Garden Street in NMC jurisdiction,road,0,NMC,2024-02-01,2,2024
Road hump needs repainting on Temple Street,road,0,AMC,2024-05-18,5,2024
Street light flickering at Ward 5 in SMC jurisdiction,electricity,0,SMC,2023-01-19,1,2023
Minor pothole on River View in CMC jurisdiction,road,0,CMC,2024-09-07,9,2024
Street light flickering at South Zone in NMC jurisdiction,electricity,0,NMC,2024-12-07,12,2024
Street light sensor not working,electricity,0,VMC,2023-08-02,8,2023
No water supply for 24+ hours in SMC jurisdiction,water,2,SMC,2023-03-09,3,2023
Garbage burning in open in UMC jurisdiction,sanitation,2,UMC,2024-06-10,6,2024
Dumpster missing lid in CMC jurisdiction,sanitation,0,CMC,2023-08-23,8,2023
Billboard lights causing glare in TMC jurisdiction,electricity,1,TMC,2024-10-28,10,2024
Medical waste in regular garbage in BMC jurisdiction,sanitation,2,BMC,2023-11-09,11,2023
Major road collapse on Temple Street in BMC jurisdiction,road,2,BMC,2024-04-19,4,2024
Stray animals in garbage in GMC jurisdiction,sanitation,1,GMC,2024-12-03,12,2024
Street light timing incorrect in MMC jurisdiction,electricity,0,MMC,2023-12-26,12,2023
Minor pothole on Market Road,road,0,SMC,2024-09-02,9,2024
Sewage smell in Slum Area in SMC jurisdiction,sanitation,1,SMC,2023-12-05,12,2023
Construction waste on roadside in PMC jurisdiction,sanitation,1,PMC,2024-11-03,11,2024
Water contamination reported in Commercial Complex in BMC jurisdiction,water,2,BMC,2023-04-07,4,2023
Medical waste in regular garbage in RMC jurisdiction,sanitation,2,RMC,2024-12-01,12,2024
Garbage overflow at Commercial Complex in AMC jurisdiction,sanitation,1,AMC,2023-03-02,3,2023
Power theft suspected in Slum Area,electricity,2,MMC,2023-11-15,11,2023
Recycling not being done in RMC jurisdiction,sanitation,0,RMC,2024-01-11,1,2024
Construction waste on roadside in SMC jurisdiction,sanitation,1,SMC,2023-05-16,5,2023
Public toilet unclean at Ward 3 in LMC jurisdiction,sanitation,1,LMC,2023-12-06,12,2023
Road surface cracks on Park Avenue in GMC jurisdiction,road,0,GMC,2024-12-25,12,2024
Water contamination reported in Industrial Area in JMC jurisdiction,water,2,JMC,2023-06-15,6,2023
Littering in public park,sanitation,0,WMC,2024-05-30,5,2024
Pipeline repair work incomplete in MMC jurisdiction,water,1,MMC,2023-01-28,1,2023
Medical waste in regular garbage,sanitation,2,KDMC,2023-02-27,2,2023
Park closing early in JMC jurisdiction,parks,0,JMC,2024-02-11,2,2024
Water meter not working in GMC jurisdiction,water,0,GMC,2024-07-12,7,2024
Road surface cracks on Hill Road,road,0,UMC,2023-06-27,6,2023
Park lights not functioning in KDMC jurisdiction,electricity,0,KDMC,2024-10-14,10,2024
Roadside vegetation obstructing view,road,1,TMC,2024-08-29,8,2024
Garbage overflow at Ward 2 in AMC jurisdiction,sanitation,1,AMC,2023-05-13,5,2023
Public bins missing,sanitation,0,BMC,2024-04-12,4,2024
Construction debris on Church Street in TMC jurisdiction,road,1,TMC,2024-04-14,4,2024
Water contamination reported in West Zone,water,2,CMC,2023-11-08,11,2023
Building material on road in DMC jurisdiction,building,1,DMC,2023-12-19,12,2023
Composting facility issue in LMC jurisdiction,sanitation,1,LMC,2023-08-30,8,2023
Garbage burning in open,sanitation,2,HMC,2024-03-11,3,2024
Building completion certificate issue in DMC jurisdiction,building,1,DMC,2023-07-20,7,2023
Play equipment damaged in NMC jurisdiction,parks,1,NMC,2023-05-24,5,2023
Composting facility issue,sanitation,1,NMC,2023-11-06,11,2023
Borewell not functioning in DMC jurisdiction,water,1,DMC,2023-08-12,8,2023
Property tax assessment error,building,0,LMC,2024-12-01,12,2024
Pothole developing on MG Road in SMC jurisdiction,road,1,SMC,2023-08-14,8,2023
Street light sensor not working in KMC jurisdiction,electricity,0,KMC,2024-10-21,10,2024
Speed breaker damaged on Park Avenue in KMC jurisdiction,road,1,KMC,2023-06-24,6,2023
Drainage cover broken on road in HMC jurisdiction,road,1,HMC,2024-07-03,7,2024
Garbage not collected for 2+ days,sanitation,2,VMC,2024-05-06,5,2024
Drain blockage at Ward 5 in JMC jurisdiction,water,1,JMC,2023-05-08,5,2023
Park lights not functioning in TMC jurisdiction,electricity,0,TMC,2023-08-05,8,2023
Garbage burning in open in PMC jurisdiction,sanitation,2,PMC,2024-09-15,9,2024
Partial power failure in Commercial Complex,electricity,1,KDMC,2023-08-05,8,2023
Road hump needs repainting on Park Avenue in TMC jurisdiction,road,0,TMC,2024-05-20,5,2024
Composting facility issue in PMC jurisdiction,sanitation,1,PMC,2024-12-08,12,2024
Public toilet in park dirty in SMC jurisdiction,parks,2,SMC,2024-06-23,6,2024
Electrical pole leaning dangerously in BMC jurisdiction,electricity,2,BMC,2023-02-27,2,2023
Construction debris on Cross Street in KMC jurisdiction,road,1,KMC,2023-10-06,10,2023
Dog waste in park in AMC jurisdiction,parks,0,AMC,2023-02-08,2,2023
Composting facility issue in CMC jurisdiction,sanitation,1,CMC,2023-11-10,11,2023
Poor road repair work on Garden Street in CMC jurisdiction,road,1,CMC,2024-12-10,12,2024
Street light flickering at Ward 6 in NMC jurisdiction,electricity,0,NMC,2024-10-28,10,2024
Drain blockage at West Zone in TMC jurisdiction,water,1,TMC,2024-01-12,1,2024
Partial power failure in Ward 4 in RMC jurisdiction,electricity,1,RMC,2024-06-11,6,2024
Minor pothole on Office Lane,road,0,GMC,2023-10-19,10,2023
Street light sensor not working,electricity,0,UMC,2023-07-17,7,2023
Dumpster missing lid in CMC jurisdiction,sanitation,0,CMC,2024-09-23,9,2024
Drain blockage at Ward 6 in MMC jurisdiction,water,1,MMC,2023-08-28,8,2023
Drainage cover broken on road,road,1,WMC,2023-11-09,11,2023
Garbage not collected for 2+ days in NMC jurisdiction,sanitation,2,NMC,2024-11-20,11,2024
Garbage truck leaking,sanitation,1,WMC,2024-06-03,6,2024
Unauthorized dumping ground in AMC jurisdiction,sanitation,2,AMC,2024-07-29,7,2024
Construction without permission in UMC jurisdiction,building,2,UMC,2024-04-05,4,2024
Water quality issues in Ward 6,water,2,CMC,2024-07-26,7,2024
Flower beds neglected,parks,0,MMC,2024-03-08,3,2024
Poor road repair work on Cross Street in DMC jurisdiction,road,1,DMC,2024-04-13,4,2024
Street light sensor not working,electricity,0,BMC,2023-12-15,12,2023
Electrical pole leaning dangerously,electricity,2,CMC,2024-09-17,9,2024
Composting facility issue in MMC jurisdiction,sanitation,1,MMC,2024-07-05,7,2024
Water meter not working,water,0,PMC,2024-10-19,10,2024
Public toilet in park dirty in CMC jurisdiction,parks,2,CMC,2023-09-25,9,2023
Flower beds neglected in CMC jurisdiction,parks,0,CMC,2024-04-03,4,2024
Pothole developing on Church Street in MMC jurisdiction,road,1,MMC,2024-11-09,11,2024
Water supply contaminated with sewage in MMC jurisdiction,water,2,MMC,2023-10-12,10,2023
Road surface cracks on Link Road,road,0,BMC,2024-07-28,7,2024
Transformer making noise at South Zone,electricity,1,CMC,2023-05-08,5,2023
Public event damage not repaired in CMC jurisdiction,parks,1,CMC,2023-08-15,8,2023
Recycling not being done in KDMC jurisdiction,sanitation,0,KDMC,2024-08-14,8,2024
Road hump needs repainting on Market Road in JMC jurisdiction,road,0,JMC,2023-07-18,7,2023
Heritage building damage in WMC jurisdiction,building,2,WMC,2024-10-27,10,2024
Drain blockage at Commercial Complex in JMC jurisdiction,water,1,JMC,2023-07-14,7,2023
Street light timing incorrect in TMC jurisdiction,electricity,0,TMC,2024-04-21,4,2024
Street light flickering at Slum Area in KMC jurisdiction,electricity,0,KMC,2023-12-30,12,2023
Bio-medical waste not disposed properly in KDMC jurisdiction,sanitation,2,KDMC,2024-09-04,9,2024
Billboard lights causing glare in LMC jurisdiction,electricity,1,LMC,2023-03-20,3,2023
Borewell not functioning in KDMC jurisdiction,water,1,KDMC,2024-11-15,11,2024
Sidewalk damaged on Hill Road in RMC jurisdiction,road,1,RMC,2024-09-06,9,2024
Illegal parking blocking Station Road,road,1,KDMC,2024-12-09,12,2024
Water supply contaminated with sewage in SMC jurisdiction,water,2,SMC,2023-06-09,6,2023
Road hump needs repainting on River View in KDMC jurisdiction,road,0,KDMC,2024-05-11,5,2024
Electrical meter issue,electricity,0,LMC,2023-05-12,5,2023
Exercise equipment broken in DMC jurisdiction,parks,1,DMC,2023-07-28,7,2023
Bridge approach damaged near Middle Class Colony,road,2,MMC,2023-12-24,12,2023
Power cut during office hours in UMC jurisdiction,electricity,1,UMC,2024-12-11,12,2024
Street light sensor not working in WMC jurisdiction,electricity,0,WMC,2024-08-14,8,2024
Public toilet unclean at Middle Class Colony,sanitation,1,KDMC,2023-12-05,12,2023
Exposed wires at Industrial Area in PMC jurisdiction,electricity,2,PMC,2024-09-27,9,2024
Dog waste in park in KMC jurisdiction,parks,0,KMC,2023-06-27,6,2023
Dead animal not removed in PMC jurisdiction,sanitation,2,PMC,2023-11-18,11,2023
Garden not watered,parks,0,KDMC,2023-04-01,4,2023
Bridge approach damaged near Ward 7,road,2,RMC,2023-03-06,3,2023
Road markings faded on MG Road in NMC jurisdiction,road,0,NMC,2024-06-29,6,2024
Garbage burning in open in WMC jurisdiction,sanitation,2,WMC,2024-07-16,7,2024
Public bins missing in MMC jurisdiction,sanitation,0,MMC,2023-11-09,11,2023
Dog waste in park,parks,0,UMC,2024-09-03,9,2024
Tree branch fallen on road at South Zone in WMC jurisdiction,road,2,WMC,2024-03-02,3,2024
Recycling not being done,sanitation,0,GMC,2023-05-07,5,2023
Major road collapse on Park Avenue in KMC jurisdiction,road,2,KMC,2024-05-26,5,2024
Garbage overflow at Ward 1 in KDMC jurisdiction,sanitation,1,KDMC,2023-08-24,8,2023
Park closing early in JMC jurisdiction,parks,0,JMC,2023-05-12,5,2023
Sidewalk damaged on Office Lane in PMC jurisdiction,road,1,PMC,2023-10-30,10,2023
Building cracks noticed in VMC jurisdiction,building,1,VMC,2023-01-30,1,2023
Water quality issues in Ward 2,water,2,VMC,2023-01-24,1,2023
Construction debris on Lake Side in CMC jurisdiction,road,1,CMC,2024-12-05,12,2024
Bridge approach damaged near Market Area,road,2,JMC,2023-08-14,8,2023
Electrical maintenance overdue,electricity,1,HMC,2024-01-26,1,2024
Pothole developing on Park Avenue,road,1,KMC,2023-07-18,7,2023
Power theft suspected in East Zone in JMC jurisdiction,electricity,2,JMC,2024-08-06,8,2024
Water meter not working,water,0,UMC,2024-06-13,6,2024
Power cut during office hours in MMC jurisdiction,electricity,1,MMC,2024-11-07,11,2024
Irrigation system broken in UMC jurisdiction,parks,1,UMC,2023-06-12,6,2023
Speed breaker damaged on Hospital Lane in TMC jurisdiction,road,1,TMC,2023-09-09,9,2023
Construction waste on roadside in KMC jurisdiction,sanitation,1,KMC,2024-10-13,10,2024
Drain cleaning overdue in WMC jurisdiction,sanitation,1,WMC,2023-12-09,12,2023
Partial power failure in Central Zone,electricity,1,JMC,2024-03-22,3,2024
Public bins missing in JMC jurisdiction,sanitation,0,JMC,2023-06-08,6,2023
Billboard lights causing glare in BMC jurisdiction,electricity,1,BMC,2024-12-11,12,2024
Pothole developing on Link Road in HMC jurisdiction,road,1,HMC,2023-07-28,7,2023
Partial power failure in Central Zone in DMC jurisdiction,electricity,1,DMC,2023-10-07,10,2023
Drain blockage at Slum Area in VMC jurisdiction,water,1,VMC,2024-10-06,10,2024
Power fluctuations damaging appliances in UMC jurisdiction,electricity,2,UMC,2023-06-12,6,2023
Road hump needs repainting on Link Road in PMC jurisdiction,road,0,PMC,2023-07-02,7,2023
Public bins missing in JMC jurisdiction,sanitation,0,JMC,2024-03-31,3,2024
Water meter not working in BMC jurisdiction,water,0,BMC,2023-11-30,11,2023
Pipeline repair work incomplete in BMC jurisdiction,water,1,BMC,2024-12-11,12,2024
Electrical meter issue in KDMC jurisdiction,electricity,0,KDMC,2024-05-10,5,2024
Stagnant water causing mosquito breeding in HMC jurisdiction,water,1,HMC,2023-04-17,4,2023
No water supply for 24+ hours in DMC jurisdiction,water,2,DMC,2024-06-30,6,2024
Property tax assessment error in TMC jurisdiction,building,0,TMC,2024-09-04,9,2024
Public toilet in park dirty,parks,2,GMC,2024-02-25,2,2024
Power theft suspected in Ward 7 in HMC jurisdiction,electricity,2,HMC,2023-10-18,10,2023
Littering in public park in LMC jurisdiction,sanitation,0,LMC,2024-02-02,2,2024
Illegal electricity connection in GMC jurisdiction,electricity,2,GMC,2024-07-10,7,2024
Drainage cover broken on road in RMC jurisdiction,road,1,RMC,2024-08-22,8,2024
Water meter not working in CMC jurisdiction,water,0,CMC,2023-09-03,9,2023
Garbage truck leaking in KDMC jurisdiction,sanitation,1,KDMC,2024-09-10,9,2024
Medical waste in regular garbage in MMC jurisdiction,sanitation,2,MMC,2023-06-07,6,2023
Building material on road,building,1,KDMC,2024-06-19,6,2024
Building permit delay,building,0,KMC,2023-06-20,6,2023
Stray animals in garbage,sanitation,1,KMC,2023-11-10,11,2023
Construction waste on roadside in JMC jurisdiction,sanitation,1,JMC,2024-04-05,4,2024
Public toilet in park dirty in KDMC jurisdiction,parks,2,KDMC,2023-05-18,5,2023
Building permit delay in HMC jurisdiction,building,0,HMC,2023-11-28,11,2023
Road hump needs repainting on Station Road in AMC jurisdiction,road,0,AMC,2024-02-03,2,2024
Road hump needs repainting on Service Road in AMC jurisdiction,road,0,AMC,2024-02-15,2,2024
Power theft suspected in Ward 1 in DMC jurisdiction,electricity,2,DMC,2023-05-14,5,2023
Construction waste on roadside in CMC jurisdiction,sanitation,1,CMC,2024-07-11,7,2024
Minor pothole on Temple Street,road,0,CMC,2024-04-11,4,2024
Tree needs pruning in KDMC jurisdiction,parks,0,KDMC,2023-09-17,9,2023
Speed breaker damaged on MG Road,road,1,RMC,2023-03-25,3,2023
Public toilet in park dirty in KMC jurisdiction,parks,2,KMC,2024-08-08,8,2024
Street light not working at East Zone in DMC jurisdiction,electricity,1,DMC,2024-09-09,9,2024
Public toilet in park dirty in NMC jurisdiction,parks,2,NMC,2024-12-16,12,2024
Exposed wires at Market Area,electricity,2,LMC,2023-01-10,1,2023
Garbage truck leaking,sanitation,1,DMC,2023-12-15,12,2023
Tap leaking at Slum Area,water,0,PMC,2024-08-12,8,2024
Stagnant water causing mosquito breeding in NMC jurisdiction,water,1,NMC,2024-04-17,4,2024
Voltage fluctuations frequent in AMC jurisdiction,electricity,1,AMC,2023-08-04,8,2023
Overflowing water tank at Commercial Complex in TMC jurisdiction,water,2,TMC,2024-06-03,6,2024
Composting facility issue in RMC jurisdiction,sanitation,1,RMC,2024-03-20,3,2024
Illegal electricity connection in CMC jurisdiction,electricity,2,CMC,2024-02-21,2,2024
Roadside vegetation obstructing view in AMC jurisdiction,road,1,AMC,2023-03-29,3,2023
Tap leaking at Ward 5 in RMC jurisdiction,water,0,RMC,2024-03-05,3,2024
Recycling not being done in UMC jurisdiction,sanitation,0,UMC,2023-06-17,6,2023
Dumpster missing lid in WMC jurisdiction,sanitation,0,WMC,2023-07-15,7,2023
Billboard lights causing glare in KMC jurisdiction,electricity,1,KMC,2024-06-01,6,2024
Emergency lights not working in BMC jurisdiction,electricity,2,BMC,2023-09-29,9,2023
Unauthorized vendors in park in NMC jurisdiction,parks,1,NMC,2023-12-15,12,2023
Public event damage not repaired in TMC jurisdiction,parks,1,TMC,2024-03-30,3,2024
Fire safety violation in KMC jurisdiction,building,2,KMC,2024-05-10,5,2024
Public bins missing,sanitation,0,PMC,2024-08-14,8,2024
Leaking pipeline near Ward 6 in SMC jurisdiction,water,1,SMC,2024-06-02,6,2024
Minor pothole on Park Avenue,road,0,AMC,2024-05-15,5,2024
Water meter not working in VMC jurisdiction,water,0,VMC,2024-09-26,9,2024
Tree needs pruning in GMC jurisdiction,parks,0,GMC,2024-04-22,4,2024
Water quality issues in Industrial Area,water,2,GMC,2023-06-07,6,2023
Bridge approach damaged near Ward 5 in KMC jurisdiction,road,2,KMC,2024-12-22,12,2024
Public toilet in park dirty,parks,2,KDMC,2024-09-10,9,2024
